21.78,21.78,21.78,21.78,21.78,21.78,21.78
21.78,21.78,21.78,21.78,21.78,21.78,21.78
21.78,21.78,21.78,21.78,21.78,21.78,21.78
21.78,21.78,21.78,21.78,21.78,21.78,21.78
21.78,21.78,21.78,21.78,21.78,21.78,21.78
21.78,21.78,21.78,21.78,21.78,21.78,21.78
21.78,21.78,21.78,21.78,21.78,21.78,21.78
39.93,39.93,39.93,39.93,39.93,21.78,21.78
39.93,39.93,39.93,39.93,39.93,21.78,21.78
39.93,39.93,39.93,39.93,39.93,21.78,21.78
39.93,39.93,39.93,39.93,39.93,21.78,21.78
39.93,39.93,39.93,39.93,39.93,21.78,21.78
39.93,39.93,39.93,39.93,39.93,21.78,21.78
39.93,39.93,39.93,39.93,39.93,21.78,21.78
39.93,39.93,39.93,39.93,39.93,21.78,21.78
39.93,39.93,39.93,39.93,39.93,21.78,21.78
39.93,39.93,39.93,39.93,39.93,21.78,21.78
39.93,39.93,39.93,39.93,39.93,21.78,21.78
39.93,39.93,39.93,39.93,39.93,21.78,21.78
39.93,39.93,39.93,39.93,39.93,21.78,21.78
39.93,39.93,39.93,39.93,39.93,21.78,21.78
39.93,39.93,39.93,39.93,39.93,21.78,21.78
39.93,39.93,39.93,39.93,39.93,21.78,21.78
21.78,21.78,21.78,21.78,21.78,21.78,21.78
